z_center,z_width,pt_center,pt_width,cos_center,cos_width,nsig,nsig_err,nsig_err2,bin_index
0.8,0.04,0.5806,0.0806,0.5,0.1,638.2677,30.9061,30.9061,747
0.8,0.04,0.5806,0.0806,0.7,0.1,522.1292,30.1859,30.1859,748
0.8,0.04,0.5806,0.0806,0.9,0.1,822.1634,35.1059,35.1059,749
0.8,0.04,0.765,0.1038,-0.9,0.1,446.391,27.0275,27.0275,750
0.8,0.04,0.765,0.1038,-0.7,0.1,445.3031,26.5271,26.5271,751
0.8,0.04,0.765,0.1038,-0.5,0.1,387.2796,25.8398,25.8398,752
0.8,0.04,0.765,0.1038,-0.3,0.1,320.1792,23.0402,23.0402,753
0.8,0.04,0.765,0.1038,-0.1,0.1,282.086,22.3641,22.3641,754
0.8,0.04,0.765,0.1038,0.1,0.1,292.6396,22.2235,22.2235,755
0.8,0.04,0.765,0.1038,0.3,0.1,241.9639,20.3575,20.3575,756
0.8,0.04,0.765,0.1038,0.5,0.1,319.2563,23.1245,23.1245,757
0.8,0.04,0.765,0.1038,0.7,0.1,395.2732,25.5943,25.5943,758
0.8,0.04,0.765,0.1038,0.9,0.1,600.5281,29.4892,29.4892,759
0.8,0.04,1.0027,0.1339,-0.9,0.1,288.5071,20.4134,20.4134,760
0.8,0.04,1.0027,0.1339,-0.7,0.1,191.1364,16.8852,16.8852,761
0.8,0.04,1.0027,0.1339,-0.5,0.1,195.7963,17.1626,17.1626,762
0.8,0.04,1.0027,0.1339,-0.3,0.1,132.7096,15.3921,15.3921,763
0.8,0.04,1.0027,0.1339,-0.1,0.1,156.2879,16.9804,16.9804,764
0.8,0.04,1.0027,0.1339,0.1,0.1,103.7673,13.9875,13.9875,765
0.8,0.04,1.0027,0.1339,0.3,0.1,128.4277,14.8737,14.8737,766
0.8,0.04,1.0027,0.1339,0.5,0.1,162.3072,16.4562,16.4562,767
0.8,0.04,1.0027,0.1339,0.7,0.1,162.3159,15.7678,15.7678,768
0.8,0.04,1.0027,0.1339,0.9,0.1,225.844,18.353,18.353,769
0.88,0.04,0.0625,0.0625,-0.9,0.1,385.3214,24.1729,24.1729,800
0.88,0.04,0.0625,0.0625,-0.7,0.1,277.8996,21.4998,21.4998,801
0.88,0.04,0.0625,0.0625,-0.5,0.1,269.8225,21.1191,21.1191,802
0.88,0.04,0.0625,0.0625,-0.3,0.1,275.5251,20.7365,20.7365,803
0.88,0.04,0.0625,0.0625,-0.1,0.1,233.1032,19.4962,19.4962,804
0.88,0.04,0.0625,0.0625,0.1,0.1,253.8565,19.8098,19.8098,805
0.88,0.04,0.0625,0.0625,0.3,0.1,251.963,19.982,19.982,806
0.88,0.04,0.0625,0.0625,0.5,0.1,288.685,20.3295,20.3295,807
0.88,0.04,0.0625,0.0625,0.7,0.1,337.5153,23.2144,23.2144,808
0.88,0.04,0.0625,0.0625,0.9,0.1,323.0054,22.5721,22.5721,809
0.88,0.04,0.1875,0.0625,-0.9,0.1,519.5829,27.1737,27.1737,810
0.88,0.04,0.1875,0.0625,-0.7,0.1,436.0938,26.0583,26.0583,811
0.88,0.04,0.1875,0.0625,-0.5,0.1,334.0443,23.367,23.367,812
0.88,0.04,0.1875,0.0625,-0.3,0.1,325.6799,23.1407,23.1407,813
0.88,0.04,0.1875,0.0625,-0.1,0.1,288.2083,22.1812,22.1812,814
0.88,0.04,0.1875,0.0625,0.1,0.1,287.0675,21.847,21.847,815
0.88,0.04,0.1875,0.0625,0.5,0.1,403.7971,24.4464,24.4464,817
0.88,0.04,0.1875,0.0625,0.9,0.1,580.8698,28.266,28.266,819
0.88,0.04,0.3125,0.0625,-0.9,0.1,397.981,24.8407,24.8407,820
0.88,0.04,0.3125,0.0625,-0.7,0.1,311.6756,22.5967,22.5967,821
0.88,0.04,0.3125,0.0625,-0.5,0.1,314.6154,21.9207,21.9207,822
0.88,0.04,0.3125,0.0625,-0.3,0.1,241.6708,19.6887,19.6887,823
0.88,0.04,0.3125,0.0625,-0.1,0.1,274.318,20.705,20.705,824
0.88,0.04,0.3125,0.0625,0.1,0.1,265.3016,20.4793,20.4793,825
0.88,0.04,0.3125,0.0625,0.3,0.1,233.3197,18.9336,18.9336,826
0.88,0.04,0.3125,0.0625,0.5,0.1,321.7236,22.4958,22.4958,827
0.88,0.04,0.3125,0.0625,0.7,0.1,263.941,20.7526,20.7526,828
0.88,0.04,0.3125,0.0625,0.9,0.1,419.2065,23.4412,23.4412,829
0.88,0.04,0.4375,0.0625,-0.9,0.1,226.114,19.7841,19.7841,830
0.88,0.04,0.4375,0.0625,-0.7,0.1,185.1858,17.2567,17.2567,831
0.88,0.04,0.4375,0.0625,-0.5,0.1,171.1222,16.061,16.061,832
0.88,0.04,0.4375,0.0625,-0.3,0.1,158.3253,15.3025,15.3025,833
0.88,0.04,0.4375,0.0625,-0.1,0.1,147.561,14.8175,14.8175,834
0.88,0.04,0.4375,0.0625,0.1,0.1,149.1001,15.4636,15.4636,835
0.88,0.04,0.4375,0.0625,0.3,0.1,126.0641,14.8012,14.8012,836
0.88,0.04,0.4375,0.0625,0.5,0.1,178.1612,17.0643,17.0643,837
0.88,0.04,0.4375,0.0625,0.7,0.1,172.6962,16.8629,16.8629,838
0.88,0.04,0.4375,0.0625,0.9,0.1,271.5806,18.893,18.893,839
0.88,0.04,0.5806,0.0806,-0.9,0.1,176.7171,16.1345,16.1345,840
0.88,0.04,0.5806,0.0806,-0.7,0.1,127.9225,13.8628,13.8628,841
0.88,0.04,0.5806,0.0806,-0.5,0.1,127.3956,13.1665,13.1665,842
0.88,0.04,0.5806,0.0806,-0.3,0.1,93.6191,11.9276,11.9276,843
0.88,0.04,0.5806,0.0806,-0.1,0.1,97.2995,12.6022,12.6022,844
0.88,0.04,0.5806,0.0806,0.1,0.1,75.3873,11.8958,11.8958,845
0.88,0.04,0.5806,0.0806,0.3,0.1,108.5549,12.7381,12.7381,846
0.88,0.04,0.5806,0.0806,0.5,0.1,145.6485,14.2623,14.2623,847
0.88,0.04,0.5806,0.0806,0.7,0.1,92.1058,13.3566,13.3566,848
0.88,0.04,0.5806,0.0806,0.9,0.1,175.2011,15.7782,15.7782,849
0.96,0.04,0.0625,0.0625,-0.9,0.1,154.082,15.3891,15.3891,900
0.96,0.04,0.0625,0.0625,-0.7,0.1,132.2619,14.0883,14.0883,901
0.96,0.04,0.0625,0.0625,-0.5,0.1,132.2881,13.7639,13.7639,902
0.96,0.04,0.0625,0.0625,-0.3,0.1,155.9458,14.423,14.423,903
0.96,0.04,0.0625,0.0625,-0.1,0.1,118.6667,13.7518,13.7518,904
0.96,0.04,0.0625,0.0625,0.1,0.1,162.6658,14.9083,14.9083,905
0.96,0.04,0.0625,0.0625,0.3,0.1,138.8242,14.5509,14.5509,906
0.96,0.04,0.0625,0.0625,0.5,0.1,118.656,13.8075,13.8075,907
0.96,0.04,0.0625,0.0625,0.7,0.1,122.29,14.9382,14.9382,908
0.96,0.04,0.0625,0.0625,0.9,0.1,174.1107,16.6028,16.6028,909
